VIN (1-10),County,City,State
7SAYGDEF3N,King,Kent,WA
WAUTPBFF6G,Pierce,Edgewood,WA
WA1LABGE8M,Pierce,Fircrest,WA
5YJ3E1EA0K,Pierce,Sumner,WA
5YJYGDEE1M,King,Pacific,WA
1N4AZ0CP5F,Pierce,Tacoma,WA
5YJ3E1EA5J,Snohomish,Lake Stevens,WA
YV4BC0PL1H,King,Sammamish,WA
YV4ED3UR5M,Pierce,University Place,WA
2C4RC1N77K,King,Bellevue,WA
5YJXCDE26H,Clark,Vancouver,WA
5YJSA1E59N,King,Seattle,WA
KL8CL6S06F,Skagit,Mount Vernon,WA
JTDKN3DPXC,Snohomish,Everett,WA
5YJSA1H27F,King,Bellevue,WA
WA13AAGE4M,King,Seattle,WA
1FADP5CU5F,Pierce,Tacoma,WA
5YJYGDEE8M,King,Seattle,WA
5YJYGAEEXM,Douglas,East Wenatchee,WA
5YJYGDEF1L,Whatcom,Bellingham,WA
5YJ3E1EA6J,King,Renton,WA
5YJSA1CG2D,King,Seattle,WA
5YJ3E1EB9K,Thurston,Tumwater,WA
7SAYGDEE0N,King,Seattle,WA
5YJSA1H41F,King,Mercer Island,WA
3C3CFFGE2D,King,Seattle,WA
7FCTGAAAXN,Spokane,Veradale,WA
YV4ED3GBXN,Snohomish,Monroe,WA
5YJYGAEE8M,Spokane,Spokane,WA
7SAYGDEE0N,Snohomish,Bothell,WA
WVGTMPE27M,King,Seattle,WA
5YJ3E1EC0N,Benton,Kennewick,WA
7SAYGDEE1N,King,Seattle,WA
7SAYGDEE7N,King,Seattle,WA
JTDKN3DP8C,King,Seattle,WA
WMWXP3C01M,Snohomish,Marysville,WA
3FMTK4SX4M,Spokane,Spokane,WA
7SAYGDEE1P,King,Black Diamond,WA
7SAYGDEF2N,Spokane,Spokane,WA
5YJ3E1EA3K,Spokane,Liberty Lake,WA
WA13AAGE1M,Pierce,Ruston,WA
7SAXCBE66N,Snohomish,Monroe,WA
KNDCD3LD5J,Pierce,Steilacoom,WA
5YJYGDEE1M,Kitsap,Bainbridge Island,WA
5YJ3E1EA2J,King,Baring,WA
5YJYGDEE5M,King,Vashon,WA
7SAYGDEF7N,Pierce,Tacoma,WA
7SAYGDEF1N,Snohomish,Bothell,WA
1N4AZ1BV2M,King,Seattle,WA
5YJ3E1EB3M,King,Kirkland,WA
7SAYGDEF6N,King,Seattle,WA
5YJ3E1EA8L,Thurston,Tumwater,WA
5YJSA1H17E,King,Woodinville,WA
1G1RH6E45D,Chelan,Wenatchee,WA
5YJ3E1EB8J,Benton,Richland,WA
5YJSA1E27H,King,Medina,WA
5YJ3E1EA0M,King,Issaquah,WA
5YJ3E1EA7M,Grant,Ephrata,WA
5YJYGDEF0L,King,Seattle,WA
1N4AZ0CP4D,King,Woodinville,WA
JHMZC5F31J,Pierce,South Hill,WA
1N4AZ1CP9J,San Juan,Friday Harbor,WA
1N4AZ0CPXD,King,Renton,WA
1FADP5FU0H,Pierce,South Hill,WA
5YJSA1S2XF,King,Seattle,WA
YV4ED3GB1N,King,Issaquah,WA
JTDKN3DP3C,King,Renton,WA
WBA8E1C59J,Kitsap,Poulsbo,WA
5YJXCBE20H,Kitsap,Bainbridge Island,WA
YV1BK0EP2N,Whatcom,Bellingham,WA
5YJSA1E29H,Spokane,Spokane,WA
1G1RB6S50H,King,Seattle,WA
1N4AZ0CP8D,King,Kirkland,WA
5YJ3E1EBXN,Snohomish,Snohomish,WA
1G1RB6S58H,Thurston,Olympia,WA
5YJXCDE2XK,King,Kirkland,WA
5YJSA1E26J,Pierce,Gig Harbor,WA
1C4JJXP66M,Snohomish,Arlington,WA
JTMAB3FV9M,King,Seattle,WA
WAUUPBFF1G,King,Seattle,WA
5YJ3E1EB3L,Spokane,Spokane,WA
5YJ3E1EAXK,Thurston,Olympia,WA
1G1RA6S55H,King,Shoreline,WA
7SAYGDEE5N,Snohomish,Snohomish,WA
5YJ3E1EB7K,Snohomish,Edmonds,WA
1N4AZ0CP3E,King,Seattle,WA
5UXKT0C52G,King,Bothell,WA
WMEEJ9AA5D,Lewis,Chehalis,WA
5YJ3E1EB4L,Wahkiakum,Cathlamet,WA
5YJSA1E1XG,King,Seattle,WA
WVWKR7AUXK,Snohomish,Edmonds,WA
7SAYGDEE3N,King,Seattle,WA
5YJYGAEE6M,King,Newcastle,WA
YV4ED3UR5N,King,Sammamish,WA
1N4BZ1CP7K,King,Renton,WA
7SAYGDEE0N,King,Shoreline,WA
5YJ3E1EB7L,King,Seattle,WA
1N4AZ0CP9E,Thurston,Olympia,WA
5YJYGDEEXM,Snohomish,Lake Stevens,WA
1FADP5EU5H,Skagit,Anacortes,WA
7SAYGDEE4N,King,Maple Valley,WA
YV4BR0DK0M,King,Kirkland,WA
2C4RC1L79M,King,Renton,WA
KNDC4DLC7N,Clallam,Port Angeles,WA
7SAYGDEF3N,King,Bellevue,WA
5YJXCAE23M,Snohomish,Bothell,WA
1G1FW6S07J,Whatcom,Bellingham,WA
JTDKARFP6H,King,Seattle,WA
7SAYGDEE3N,Skagit,Mount Vernon,WA
3FA6P0SU2E,Pierce,Tacoma,WA
1G1FX6S04H,King,Yarrow Point,WA
WA1E2AFY1M,Kittitas,Ellensburg,WA
1N4AZ0CP1F,King,Vashon,WA
JN1AZ0CP4B,Whatcom,Bellingham,WA
1G1FX6S07P,King,Bellevue,WA
JN1AZ0CP9C,Island,Coupeville,WA
LYVBR0DL4J,Pierce,Lakewood,WA
WBY7Z4C56J,Spokane,Spokane,WA
1G1RC6S54H,Snohomish,Edmonds,WA
1G1RA6E49E,Whitman,Pullman,WA
5YJYGDEE6M,King,Kirkland,WA
2C4RC1N70J,King,Redmond,WA
5YJ3E1EB9M,Benton,Kennewick,WA
1N4AZ0CP7D,Lewis,Centralia,WA
5YJ3E1EA1M,Snohomish,Lake Stevens,WA
5YJ3E1EB2N,King,Kenmore,WA
JTDKARFP7H,Snohomish,Mukilteo,WA
5YJ3E1EB0J,King,Pacific,WA
1FMCU0LZ0M,King,Seattle,WA
1G1FZ6S08N,King,Kirkland,WA
5YJ3E1EB7K,Pierce,Gig Harbor,WA
1N4AZ1CV7M,Pierce,Tacoma,WA
KMHC75LD2K,King,Sammamish,WA
7SAYGAEE1N,Pierce,Bonney Lake,WA
1N4BZ1CPXK,King,Shoreline,WA
5YJ3E1EB7M,King,Normandy Park,WA
3FA6P0PU8H,Snohomish,Snohomish,WA
3FMTK3SS4M,King,Woodinville,WA
5YJ3E1EB4J,Kitsap,Kingston,WA
WBY7Z6C51J,Snohomish,Lynnwood,WA
1G1FZ6S08N,Clallam,Port Angeles,WA
5YJ3E1EA4J,Snohomish,Bothell,WA
5YJ3E1EB0L,King,Seattle,WA
JA3215H1XC,King,Seattle,WA
WBY1Z2C58F,Whatcom,Bellingham,WA
1G1FY6S03K,Skagit,Sedro Woolley,WA
5YJ3E1EA7J,King,Woodinville,WA
1G1FY6S02N,Snohomish,Snohomish,WA
KNDC3DLC1N,King,Seattle,WA
1FADP5CU6F,King,Redmond,WA
WMZYU7C54K,San Juan,Eastsound,WA
5YJYGDEE4M,Snohomish,Mill Creek,WA
5YJ3E1EA0M,Clark,Camas,WA
5YJYGDEEXM,Snohomish,Lynnwood,WA
2C4RC1H7XL,Skagit,Sedro-Woolley,WA
5YJSA1E29J,King,Woodinville,WA
JN1AZ0CP5C,Stevens,Colville,WA
5YJSA1E29G,King,Bothell,WA
5YJYGDEEXM,King,Seattle,WA
5YJXCAE26G,King,Kirkland,WA
1G1FY6S04K,Kitsap,Bainbridge Island,WA
5YJ3E1EB1J,King,Maple Valley,WA
5YJSA1E24F,Pierce,Gig Harbor,WA
WBY1Z4C59E,Snohomish,Mill Creek,WA
5YJYGDEE4M,King,Burien,WA
5YJYGAEE7M,King,Seattle,WA
JTDKARFP4J,King,Auburn,WA
1N4BZ0CP3H,Kitsap,Poulsbo,WA
5YJ3E1EA6L,King,Seattle,WA
2C4RC1N70J,King,Duvall,WA
5YJ3E1EAXK,Snohomish,Everett,WA
YV4ED3UB4N,Snohomish,Bothell,WA
5YJSA1E6XN,King,Sammamish,WA
1N4AZ1CP0J,Whatcom,Bellingham,WA
1G1FX6S05H,Thurston,Olympia,WA
KNDCC3LG9N,King,Kirkland,WA
W1N0G5DB6L,King,Seattle,WA
1N4AZ0CP0F,King,Kent,WA
1N4AZ1CP3J,King,Newcastle,WA
5YJ3E1EB1N,Spokane,Spokane,WA
5YJ3E1EB5J,Pierce,Gig Harbor,WA
1N4BZ0CP5H,Jefferson,Port Townsend,WA
1G1RD6S54H,Whatcom,Bellingham,WA
5YJSA1E43K,King,Kirkland,WA
3C3CFFGE2E,Pierce,Tacoma,WA
1G1FZ6S00L,King,Seattle,WA
5YJ3E1EB0L,King,Renton,WA
3FMTK3SU3M,King,Federal Way,WA
1N4AZ1BVXP,King,Federal Way,WA
5YJ3E1EA0J,King,Redmond,WA
5YJYGDEEXM,Snohomish,Lynnwood,WA
KNDCD3LD3N,Clark,Vancouver,WA
5YJ3E1EB8L,Snohomish,Mountlake Terrace,WA
1C4JJXR62N,Spokane,Nine Mile Falls,WA
1G1FY6S04K,Snohomish,Bothell,WA
WA1AAAGE0M,King,Seattle,WA
5YJXCDE23L,Snohomish,Stanwood,WA
1N4AZ0CP5D,Clark,Vancouver,WA
5YJ3E1EA5L,King,Kent,WA
5YJSA1E49M,King,Seattle,WA
5YJ3E1EA1J,Walla Walla,Walla Walla,WA
1N4BZ1CP9K,Kitsap,Bainbridge Island,WA
1G1RC6S53H,Clallam,Sequim,WA
KNDCE3LG1K,King,Renton,WA
KNDJP3AE7H,King,Kent,WA
WB523CF08N,Skagit,Anacortes,WA
5YJ3E1EA2K,King,Seattle,WA
1G1FX6S03L,Lewis,Centralia,WA
5YJXCBE27H,King,Seattle,WA
5YJ3E1EC7L,King,Kirkland,WA
JTDKARFP1H,Kitsap,Bremerton,WA
5YJYGAEE4M,Thurston,Yelm,WA
5YJSA1E18H,King,Bellevue,WA
5UXTA6C02M,King,Seattle,WA
5YJSA1DPXD,King,Seattle,WA
5YJ3E1EA8L,Spokane,Spokane,WA
1G1FY6S06M,King,Redmond,WA
5YJ3E1EB4J,King,Seattle,WA
WBY1Z2C56E,King,Des Moines,WA
5YJYGDEF6L,King,Seattle,WA
5YJ3E1EB3N,Walla Walla,Walla Walla,WA
5YJ3E1EB8K,Pierce,Tacoma,WA
5YJ3E1EB7J,Snohomish,Woodinville,WA
JHMZC5F32J,King,Bellevue,WA
1N4AZ0CP2E,Spokane,Medical Lake,WA
2C4RC1S74N,King,Kirkland,WA
1G1FW6S08J,Pierce,Tacoma,WA
JHMZC5F34J,King,Bellevue,WA
5YJSA1H27E,King,Bellevue,WA
5YJ3E1EB1N,Clark,Brush Prairie,WA
2C4RC1L72M,King,Renton,WA
1G1FW6S04N,Thurston,Olympia,WA
1N4AZ0CP0F,King,Seattle,WA
1N4BZ1CP9L,King,Renton,WA
WAUUPBFF1G,King,Auburn,WA
KNDJX3AE9G,Clark,Vancouver,WA
WP0BH2A78J,King,Issaquah,WA
5YJ3E1EC6M,King,Woodinville,WA
1G1FY6S03N,Thurston,Olympia,WA
1N4AZ1CP4K,King,Mercer Island,WA
1N4BZ1CP0K,King,Seattle,WA
5YJ3E1EA3K,Virginia Beach,Virginia Beach,VA
JTMAB3FV0M,King,Covington,WA
7SAYGDEF2N,King,Bellevue,WA
5YJ3E1EB3J,King,Kirkland,WA
1G1RB6E41F,Snohomish,Snohomish,WA
WA1LAAGE5K,King,Seattle,WA
5YJYGAEE0M,King,Seattle,WA
WAUUPBFF9H,King,Seattle,WA
5YJ3E1EB5J,King,Seattle,WA
1G1RF6E41D,Yakima,Yakima,WA
7SAYGDEF7N,Snohomish,Edmonds,WA
KM8K33AG4N,Solano,Benicia,CA
5YJSA1CG0D,Franklin,Pasco,WA
5YJ3E1EA9N,King,Seattle,WA
2C4RC1N72M,King,Shoreline,WA
1G1FZ6S00M,Island,Oak Harbor,WA
5YJ3E1EA1J,King,Issaquah,WA
JTMEB3FV8N,King,Bellevue,WA
1N4AZ0CP9F,King,Seattle,WA
JN1AZ0CP6C,Kitsap,Bainbridge Island,WA
5YJ3E1EA0J,Pierce,Roy,WA
5UXTS1C08L,King,Newcastle,WA
KNDCE3LG0K,King,Seattle,WA
1G1FW6S00H,King,Bellevue,WA
1G1RF6E44D,King,Redmond,WA
WAUVPBFF2G,King,Bothell,WA
5YJ3E1EA4L,Clark,Camas,WA
JTDKARFP7H,Snohomish,Snohomish,WA
3C3CFFGE0G,Cowlitz,Castle Rock,WA
5YJYGDEE4M,Thurston,Olympia,WA
1N4AZ0CP3F,King,Black Diamond,WA
KNDC3DLC1N,Stevens,Colville,WA
5YJ3E1EA1K,King,Seattle,WA
5YJ3E1EBXN,King,Seattle,WA
1G1FZ6S08M,King,Duvall,WA
WBY1Z4C57F,King,Seattle,WA
JHMZC5F39L,King,Kenmore,WA
5YJ3E1EB0J,King,Kent,WA
1N4BZ1CP6K,Grays Harbor,Moclips,WA
5YJRE1A30A,Snohomish,Edmonds,WA
5YJSA1E27J,King,Des Moines,WA
5YJXCDE22K,Island,Oak Harbor,WA
5YJYGDEF3L,Snohomish,Monroe,WA
5YJ3E1EC3N,King,Bellevue,WA
JA4J24A57L,Grays Harbor,Oakville,WA
5YJYGDEE6M,King,Seattle,WA
5YJ3E1EA0K,Clark,Vancouver,WA
5YJ3E1EA1K,Pierce,Bonney Lake,WA
1G1RB6E40F,Spokane,Cheney,WA
1N4AZ1CP0K,King,Seattle,WA
5YJ3E1EB5J,Clark,Washougal,WA
5YJSA1DP8D,King,Seattle,WA
5YJ3E1EA6M,King,Sammamish,WA
5YJ3E1EA2J,Pierce,Tacoma,WA
5YJ3E1EB8N,King,Renton,WA
1G1RA6S5XJ,Thurston,Tumwater,WA
3FMTK4SEXN,Snohomish,Lynnwood,WA
1N4BZ1DP0L,Clark,Vancouver,WA
YV4ED3UR6M,Snohomish,Edmonds,WA
5YJSA1DP4D,Skagit,Burlington,WA
KNAGV4LD3H,King,Seattle,WA
WVGGNPE26N,King,Seattle,WA
7SAYGDEE2P,Pierce,Fircrest,WA
KNDCC3LD8J,King,Seattle,WA
5YJ3E1EA8M,Snohomish,Monroe,WA
3FA6P0SU6F,Snohomish,Brier,WA
WA11ABGEXN,Snohomish,Mukilteo,WA
KNDCC3LGXN,King,Seattle,WA
1G1FY6S06M,King,Mercer Island,WA
1N4AZ0CP3D,Whatcom,Lynden,WA
SADHD2S11N,King,Bellevue,WA
5YJ3E1EA8M,Snohomish,Everett,WA
3FMTK3SU7M,King,Bellevue,WA
3FMTK3SU1N,Clark,Vancouver,WA
5YJ3E1EA7M,Grays Harbor,Montesano,WA
JTDKN3DP6E,King,Seattle,WA
1N4AZ0CP3D,Whatcom,Bellingham,WA
5YJYGAEE6M,King,Seattle,WA
5YJYGDEE9M,King,Seattle,WA
JTDKARFP9J,King,Bothell,WA
5YJ3E1EB3J,King,Seattle,WA
5YJYGDEE3M,King,Kent,WA
1G1RH6E48E,Skagit,Mount Vernon,WA
5YJ3E1EB8J,Island,Clinton,WA
7SAYGDEE6N,King,Seattle,WA
YV4BR0DLXM,Skagit,Anacortes,WA
1N4AZ0CP9E,King,Woodinville,WA
5UXTA6C05N,King,Seattle,WA
1N4AZ0CP1F,King,Seattle,WA
KNDCC3LG6K,King,Seatac,WA
1N4AZ1CP6J,Clark,Vancouver,WA
5YJXCBE23H,Spokane,Spokane,WA
3FA6P0SU3E,Pierce,Bonney Lake,WA
KNDC3DLC0N,Pierce,Puyallup,WA
5YJYGDEE3M,King,Bellevue,WA
1N4AZ0CP7G,King,Issaquah,WA
5YJYGDEE2M,Spokane,Mead,WA
7SAYGDEE7N,Snohomish,Bothell,WA
5YJ3E1EB2K,Whatcom,Bellingham,WA
1N4AZ0CP2F,Snohomish,Bothell,WA
5YJXCBE20H,Pierce,Tacoma,WA
5YJYGDEE9L,King,Seattle,WA
5YJSA1H21F,King,Mercer Island,WA
5YJSA1H29F,King,Seattle,WA
5YJSA1E27J,King,Seattle,WA
1G1RA6E46E,King,Seattle,WA
3FMTK3SS6N,Grant,Royal City,WA
WA1VAAGE8M,King,Redmond,WA
5YJYGAEE3M,Thurston,Tumwater,WA
5YJYGDEEXL,Clark,Camas,WA
1N4AZ1CP3K,King,Kirkland,WA
KNDCC3LG7L,Pierce,Gig Harbor,WA
5YJXCBE21H,King,Bellevue,WA
7SAYGDEFXN,King,Redmond,WA
1N4AZ0CP7F,Clark,Camas,WA
1C4JJXP60M,Snohomish,Snohomish,WA
YV4ED3UB1N,Mason,Tahuya,WA
1N4AZ0CP4F,King,Bellevue,WA
1N4AZ0CP1F,Kitsap,Port Orchard,WA
1N4AZ0CP2F,Spokane,Colbert,WA
WP0AE2A78L,King,Yarrow Point,WA
KNDCD3LD3M,King,Seattle,WA
5YJ3E1EB9N,King,Seattle,WA
5YJSA1E23J,King,Kirkland,WA
WAUUPBFF0H,King,Seattle,WA
5YJSA1E24H,King,Seattle,WA
WMW13DJ0XP,Pierce,South Hill,WA
YV4BR0CL5M,Spokane,Spokane,WA
KNDJP3AE2H,King,Newcastle,WA
5YJYGDEF5L,King,Bellevue,WA
WMEEJ9AA0E,King,Shoreline,WA
1G1RD6E46E,San Juan,Friday Harbor,WA
5YJ3E1EB1K,King,Bellevue,WA
5YJSA1CN6D,King,Sammamish,WA
5YJXCBE42L,King,Sammamish,WA
1N4AZ1CP1J,Pierce,University Place,WA
5YJYGDEE5M,King,Bellevue,WA
1G1RD6S5XH,Snohomish,Marysville,WA
WBY1Z4C52F,Whatcom,Bellingham,WA
5YJ3E1EA7M,King,Federal Way,WA
1N4AZ1CPXK,Snohomish,Snohomish,WA
7SAXCBE50N,Snohomish,Marysville,WA
1G1RC6S56K,King,Issaquah,WA
7SAYGDEF6N,King,Seattle,WA
5YJ3E1EB6M,King,Mercer Island,WA
KNDRMDLH9N,King,Bellevue,WA
JTDKAMFP9N,Skagit,Mount Vernon,WA
JTDKARFP1L,King,Shoreline,WA
5YJ3E1EC3M,Clark,Vancouver,WA
1N4AZ0CP1D,Snohomish,Lynnwood,WA
JTDKARFPXJ,King,Seattle,WA
5YJ3E1EB6L,King,North Bend,WA
WA11AAGE4N,King,Newcastle,WA
5YJ3E1EB2J,King,Seattle,WA
5YJSA1E59N,King,Bellevue,WA
5YJYGDEE3M,King,Seattle,WA
5YJ3E1EBXN,King,Seattle,WA
5YJYGDEEXL,King,Burien,WA
5YJ3E1EA0L,King,Kent,WA
5YJYGDEF5L,King,Seattle,WA
1G1FW6S05J,Pierce,Puyallup,WA
7SAYGAEE4N,King,Redmond,WA
5YJ3E1EB6M,King,Auburn,WA
WA1E2AFY3M,King,Sammamish,WA
7SAYGDEE1N,King,Snoqualmie,WA
KM8K53AG3N,King,Seattle,WA
JHMZC5F17J,Thurston,Tumwater,WA
5YJ3E1EA1K,Pierce,Tacoma,WA
7SAYGDEF6N,Snohomish,Snohomish,WA
7SAYGDEE1N,Clark,Vancouver,WA
5YJ3E1EAXJ,King,Bellevue,WA
5YJ3E1EBXJ,King,Bothell,WA
2C4RC1L73N,King,Renton,WA
WBY1Z4C50E,King,Kent,WA
7SAYGDEE3N,Clallam,Sequim,WA
WA1VAAGE3K,King,Seattle,WA
KNDJP3AE7G,King,Enumclaw,WA
5YJ3E1EB2J,King,Renton,WA
2C4RC1L76M,King,Renton,WA
JTDKAMFP5M,Kitsap,Silverdale,WA
1G1RG6E42D,King,Bellevue,WA
3FMTK3SU4M,Clark,La Center,WA
2C4RC1L75M,King,Renton,WA
KNDC3DLC3N,Snohomish,Lake Stevens,WA
WMEEJ9AAXF,King,Seattle,WA
5UXKT0C52J,Snohomish,Mill Creek,WA
1N4AZ0CP7F,Clark,Vancouver,WA
JTDKARFP4J,Clark,Vancouver,WA
JTDKARFP9H,Clark,Vancouver,WA
5YJ3E1EB5J,Snohomish,Woodinville,WA
5YJ3E1EB4J,Snohomish,Woodway,WA
5YJ3E1EB1M,Clark,Vancouver,WA
1G1RD6E40E,Yakima,Yakima,WA
1N4BZ1BV2N,Kitsap,Port Orchard,WA
5YJSA1E48K,King,Kirkland,WA
WAUUPBFF2H,King,Vashon,WA
5YJSA1DN9D,Pierce,Roy,WA
WVWKR7AU7K,Benton,Kennewick,WA
5YJ3E1EB7N,Spokane,Deer Park,WA
5YJ3E1EA5K,Snohomish,Lake Stevens,WA
5YJ3E1EB9J,King,Bellevue,WA
3FMTK3SS4N,Kitsap,Bremerton,WA
5UXTA6C00N,Walla Walla,Walla Walla,WA
JTDKAMFP6N,King,Bellevue,WA
7SAYGDEE9N,King,Bellevue,WA
7SAYGDEE4N,King,Bellevue,WA
WVWKP7AU7G,King,Bothell,WA
1N4BZ1CP8K,Thurston,Olympia,WA
5YJYGDEE0L,King,Lake Forest Park,WA
5YJ3E1EB1L,King,Kenmore,WA
KNDCC3LD5L,Clark,Vancouver,WA
1FADP3R41E,Clark,Battle Ground,WA
5YJ3E1ECXN,King,Bellevue,WA
KNDCC3LG7N,King,Bothell,WA
WMWXP3C02M,King,Seattle,WA
5YJ3E1EBXL,Clark,Washougal,WA
WBY1Z4C59F,Thurston,Lacey,WA
3FMTK4SX6N,Lewis,Centralia,WA
5YJ3E1EB5K,King,Sammamish,WA
1N4AZ0CP2D,King,Mercer Island,WA
5YJ3E1EB7J,King,Seattle,WA
5YJYGDEF0M,Clark,Vancouver,WA
7SAYGDEE3N,King,Kenmore,WA
JN1AZ0CP9B,King,Bellevue,WA
WP0AA2Y18M,King,Kirkland,WA
KMHCX5LD7M,Clark,Vancouver,WA
5YJ3E1EB6N,King,Seattle,WA
5YJ3E1EB2K,Snohomish,Snohomish,WA
1C4JJXP64N,Yakima,Sunnyside,WA
2C4RC1L70M,King,Renton,WA
JTDKN3DP8C,King,Renton,WA
1G1RC6S56G,Thurston,Olympia,WA
JTDKARFP4H,Snohomish,Granite Falls,WA
5YJ3E1EA2N,King,Kirkland,WA
5YJXCAE27J,King,Mercer Island,WA
5YJYGDEE9L,King,Seattle,WA
7FCEHDB71N,Pierce,Sumner,WA
7SAYGDEE8P,Pierce,Tacoma,WA
5YJYGDEE3M,Island,Camano Island,WA
5YJ3E1EB1N,King,Seattle,WA
JA4J24A56J,Clallam,Port Angeles,WA
1G1RB6E48D,Pierce,Gig Harbor,WA
5YJXCBE28J,King,Seattle,WA
5YJ3E1EB2J,Suffolk,Suffolk,VA
5YJ3E1EB6L,King,Seattle,WA
7FCEHDB7XN,Pierce,Sumner,WA
WA1G2AFYXN,Kittitas,Cle Elum,WA
3FA6P0SU7J,Kitsap,Bremerton,WA
WVWKP7AU4F,Whatcom,Bellingham,WA
KMHC75LD5M,King,Issaquah,WA
5YJSA1E26G,King,Normandy Park,WA
WA1F2AFY5N,Kitsap,Silverdale,WA
7SAYGDEE9N,King,Seattle,WA
7FCTGAAA8N,King,Clyde Hill,WA
1C4JJXP64N,King,Seattle,WA
1FADP3R43E,King,Renton,WA
5YJXCBE48J,Snohomish,Edmonds,WA
5YJ3E1EA5J,Snohomish,Bothell,WA
5YJYGDEF9M,Clark,Camas,WA
3FA6P0SU6H,Grays Harbor,Grayland,WA
KNDCC3LG1L,Pierce,Gig Harbor,WA
WVGTMPE29M,Pierce,Gig Harbor,WA
5YJ3E1EA7K,Whatcom,Bellingham,WA
KNDJX3AE4H,King,Auburn,WA
3FA6P0PU9G,Franklin,Pasco,WA
YV4ED3UR2N,King,Bellevue,WA
WBY8P2C54K,Thurston,Olympia,WA
7SAYGDEF7N,Thurston,Olympia,WA
5YJ3E1EA7L,King,Renton,WA
JTDKAMFP6M,Clark,Ridgefield,WA
KNDJP3AE2G,Snohomish,Snohomish,WA
7FCTGAAL3N,Thurston,Tumwater,WA
WA1LABGE6K,King,Seattle,WA
JTDKARFP6H,Benton,Richland,WA
7SAYGDEF2N,King,Bellevue,WA
5YJ3E1EC5L,Pierce,Puyallup,WA
1N4AZ0CPXE,Clark,Vancouver,WA
2C4RC1L76M,King,Renton,WA
WVWKR7AU6K,King,Seattle,WA
1G1RA6E43D,Lewis,Chehalis,WA
5YJSA1E25J,King,Bellevue,WA
1N4AZ0CP2G,Chelan,Leavenworth,WA
KNDC3DLC7N,King,Seattle,WA
7SAYGDEE0N,Pierce,Edgewood,WA
5YJ3E1EA8P,King,Seattle,WA
WVGTMPE24M,King,Seattle,WA
5YJXCBE20J,Clark,Vancouver,WA
1G1RB6E42F,Spokane,Nine Mile Falls,WA
5YJSA1E56M,King,Bellevue,WA
5YJ3E1EB1K,Snohomish,Monroe,WA
1G1FX6S07H,Pierce,Tacoma,WA
7SAYGAEE2P,King,Redmond,WA
5YJXCBE22M,King,Snoqualmie,WA
KNDJX3AE2J,Snohomish,Bothell,WA
JN1AZ0CP3C,Walla Walla,College Place,WA
1G1RD6S54H,King,Seattle,WA
1N4AZ0CP8F,San Juan,Eastsound,WA
5YJSA1E25H,King,Redmond,WA
1G1RD6E49D,Thurston,Yelm,WA
1C4JJXP69N,Pierce,Tacoma,WA
1FADP5CU7D,King,Kenmore,WA
5YJYGDEE2M,King,Bellevue,WA
7SAXCBE66N,King,Seattle,WA
JTMCB3FV8N,Pierce,Bonney Lake,WA
5YJ3E1EA3N,King,Seattle,WA
KM8KNDAF0P,King,Seattle,WA
1N4AZ1CP0J,King,Sammamish,WA
5YJXCAE4XG,Pierce,University Place,WA
1N4BZ0CP6G,Kitsap,Bainbridge Island,WA
1FADP3R4XD,King,Federal Way,WA
5YJ3E1EA3N,Clark,Vancouver,WA
5YJ3E1EC9M,King,Seattle,WA
5YJ3E1EB3M,King,Woodinville,WA
WMZYU7C54K,King,Seattle,WA
WBY1Z4C54G,King,Shoreline,WA
5YJYGDEF0L,Yakima,Yakima,WA
5YJ3E1EB9K,Clark,Vancouver,WA
5YJSA1E24J,King,Medina,WA
5YJSA1E21G,Snohomish,Bothell,WA
3FMTK1SS9N,King,Maple Valley,WA
5YJ3E1EB9J,Pierce,Gig Harbor,WA
JTDKARFP0H,King,Woodinville,WA
1N4AZ1CP7J,Pierce,University Place,WA
5YJ3E1EB2K,King,Bellevue,WA
7SAXCBE53N,Whatcom,Bellingham,WA
1N4BZ0CP9G,King,Seattle,WA
JN1AZ0CP7C,King,Woodinville,WA
5YJSA1E24H,Kitsap,Bainbridge Island,WA
1N4BZ0CP6H,Lewis,Ashford,WA
5YJ3E1EB5J,Clark,Washougal,WA
KL8CL6S09F,Snohomish,Mountlake Terrace,WA
5YJXCBE26H,King,Kirkland,WA
WBY1Z8C32H,Whatcom,Lummi Island,WA
5YJ3E1EB5K,Island,Camano Island,WA
1N4BZ0CP6H,King,Kirkland,WA
1G1RA6S59H,King,Seattle,WA
WA1H2BFZ9N,Spokane,Spokane,WA
WA1AAAGE3M,Clark,Vancouver,WA
2C4RC1N70L,King,Seattle,WA
JHMZC5F30J,King,Duvall,WA
5YJ3E1EA4L,Snohomish,Lake Stevens,WA
5YJ3E1EA7P,King,Kirkland,WA
1G1RD6S5XG,King,Maple Valley,WA
JHMZC5F31J,Walla Walla,Walla Walla,WA
5YJ3E1EA6K,Snohomish,Lynnwood,WA
1N4BZ0CP5H,King,Federal Way,WA
1N4AZ0CP8G,King,Lake Forest Park,WA
WBAJB1C55J,King,Seattle,WA
LYVBR0DL3K,Kittitas,Ellensburg,WA
KMHC05LH9K,Clark,Camas,WA
7SAYGDEE3N,King,Seattle,WA
JN1AZ0CP5C,Snohomish,Edmonds,WA
5YJ3E1EB6L,Lewis,Toledo,WA
5YJYGDEE0M,King,Seattle,WA
1N4AZ0CP0D,King,Seattle,WA
5UXTA6C06N,Benton,Richland,WA
1G1RH6E48E,King,Bellevue,WA
